timestamp,open,high,low,close,volume,symbol,source
2023-05-19 11:45:00+00:00,1805.94,1808.0,1805.45,1806.73,10319.324,ETHUSDT,archive_monthly
2023-05-19 12:00:00+00:00,1806.73,1816.29,1806.73,1814.43,61818.935,ETHUSDT,archive_monthly
2023-05-19 12:15:00+00:00,1814.42,1818.47,1812.19,1813.6,44357.84,ETHUSDT,archive_monthly
2023-05-19 12:30:00+00:00,1813.6,1815.94,1813.02,1814.32,30822.119,ETHUSDT,archive_monthly
2023-05-19 12:45:00+00:00,1814.31,1815.44,1812.0,1814.0,20762.429,ETHUSDT,archive_monthly
2023-05-19 13:00:00+00:00,1814.0,1815.67,1814.0,1814.4,14028.955,ETHUSDT,archive_monthly
2023-05-19 13:15:00+00:00,1814.4,1818.54,1813.13,1816.25,34118.528,ETHUSDT,archive_monthly
2023-05-19 13:30:00+00:00,1816.24,1817.8,1812.01,1815.47,37388.941,ETHUSDT,archive_monthly
2023-05-19 13:45:00+00:00,1815.47,1815.92,1811.77,1814.02,30612.714,ETHUSDT,archive_monthly
2023-05-19 14:00:00+00:00,1814.02,1814.67,1807.1,1807.83,61348.477,ETHUSDT,archive_monthly
2023-05-19 14:15:00+00:00,1807.83,1811.78,1807.37,1809.18,21796.056,ETHUSDT,archive_monthly
2023-05-19 14:30:00+00:00,1809.19,1811.43,1807.0,1807.68,21037.958,ETHUSDT,archive_monthly
2023-05-19 14:45:00+00:00,1807.67,1810.58,1806.1,1810.47,23911.153,ETHUSDT,archive_monthly
2023-05-19 15:00:00+00:00,1810.47,1815.19,1803.32,1813.09,69210.481,ETHUSDT,archive_monthly
2023-05-19 15:15:00+00:00,1813.08,1830.0,1808.47,1810.45,248079.804,ETHUSDT,archive_monthly
2023-05-19 15:30:00+00:00,1810.46,1818.25,1798.63,1817.18,184062.286,ETHUSDT,archive_monthly
2023-05-19 15:45:00+00:00,1817.18,1820.0,1811.84,1814.64,74947.553,ETHUSDT,archive_monthly
2023-05-19 16:00:00+00:00,1814.64,1818.32,1812.69,1814.92,35263.953,ETHUSDT,archive_monthly
2023-05-19 16:15:00+00:00,1814.93,1817.22,1814.65,1814.74,15970.936,ETHUSDT,archive_monthly
2023-05-19 16:30:00+00:00,1814.74,1814.78,1810.51,1814.61,31096.646,ETHUSDT,archive_monthly
2023-05-19 16:45:00+00:00,1814.6,1815.0,1811.4,1811.4,12270.241,ETHUSDT,archive_monthly
2023-05-19 17:00:00+00:00,1811.41,1814.88,1809.23,1813.65,20685.574,ETHUSDT,archive_monthly
2023-05-19 17:15:00+00:00,1813.64,1816.96,1813.0,1816.4,18279.757,ETHUSDT,archive_monthly
2023-05-19 17:30:00+00:00,1816.41,1817.24,1815.38,1816.75,11239.802,ETHUSDT,archive_monthly
2023-05-19 17:45:00+00:00,1816.75,1822.42,1816.15,1818.3,37893.139,ETHUSDT,archive_monthly
2023-05-19 18:00:00+00:00,1818.3,1822.05,1817.64,1818.74,22400.043,ETHUSDT,archive_monthly
2023-05-19 18:15:00+00:00,1818.74,1818.77,1815.09,1815.96,18395.644,ETHUSDT,archive_monthly
2023-05-19 18:30:00+00:00,1815.96,1817.04,1815.0,1816.49,11799.438,ETHUSDT,archive_monthly
2023-05-19 18:45:00+00:00,1816.48,1817.04,1815.56,1816.42,8215.22,ETHUSDT,archive_monthly
2023-05-19 19:00:00+00:00,1816.41,1816.42,1813.07,1813.43,15339.806,ETHUSDT,archive_monthly
2023-05-19 19:15:00+00:00,1813.44,1813.44,1806.0,1808.6,36802.858,ETHUSDT,archive_monthly
2023-05-19 19:30:00+00:00,1808.6,1811.12,1807.54,1808.68,17351.251,ETHUSDT,archive_monthly
2023-05-19 19:45:00+00:00,1808.68,1811.0,1807.91,1810.91,10333.798,ETHUSDT,archive_monthly
2023-05-19 20:00:00+00:00,1810.91,1814.2,1809.94,1813.89,13790.665,ETHUSDT,archive_monthly
2023-05-19 20:15:00+00:00,1813.89,1815.46,1811.97,1812.93,9356.34,ETHUSDT,archive_monthly
2023-05-19 20:30:00+00:00,1812.92,1813.14,1808.32,1811.27,13829.432,ETHUSDT,archive_monthly
2023-05-19 20:45:00+00:00,1811.27,1812.42,1810.64,1811.32,4981.617,ETHUSDT,archive_monthly
2023-05-19 21:00:00+00:00,1811.33,1813.67,1810.76,1813.67,6183.92,ETHUSDT,archive_monthly
2023-05-19 21:15:00+00:00,1813.66,1813.91,1812.43,1813.66,5509.199,ETHUSDT,archive_monthly
2023-05-19 21:30:00+00:00,1813.67,1814.66,1812.57,1812.74,4968.958,ETHUSDT,archive_monthly
2023-05-19 21:45:00+00:00,1812.73,1813.38,1811.39,1813.38,4088.444,ETHUSDT,archive_monthly
2023-05-19 22:00:00+00:00,1813.37,1814.46,1811.73,1811.92,11521.709,ETHUSDT,archive_monthly
2023-05-19 22:15:00+00:00,1811.93,1813.47,1811.92,1812.71,6257.362,ETHUSDT,archive_monthly
2023-05-19 22:30:00+00:00,1812.71,1812.89,1811.52,1811.67,6293.547,ETHUSDT,archive_monthly
2023-05-19 22:45:00+00:00,1811.67,1812.07,1811.38,1811.47,3052.254,ETHUSDT,archive_monthly
2023-05-19 23:00:00+00:00,1811.47,1812.52,1811.09,1811.62,5706.413,ETHUSDT,archive_monthly
2023-05-19 23:15:00+00:00,1811.62,1813.17,1811.62,1812.53,5161.047,ETHUSDT,archive_monthly
2023-05-19 23:30:00+00:00,1812.53,1813.31,1812.21,1812.46,2611.49,ETHUSDT,archive_monthly
2023-05-19 23:45:00+00:00,1812.46,1813.45,1809.91,1811.38,12204.709,ETHUSDT,archive_monthly
2023-05-20 00:00:00+00:00,1811.38,1812.77,1811.29,1812.76,6693.269,ETHUSDT,archive_monthly
2023-05-20 00:15:00+00:00,1812.76,1812.93,1809.04,1810.41,12572.289,ETHUSDT,archive_monthly
2023-05-20 00:30:00+00:00,1810.41,1810.78,1805.96,1807.35,22477.655,ETHUSDT,archive_monthly
2023-05-20 00:45:00+00:00,1807.35,1807.83,1805.99,1807.5,11141.331,ETHUSDT,archive_monthly
2023-05-20 01:00:00+00:00,1807.5,1808.88,1806.88,1808.17,9102.002,ETHUSDT,archive_monthly
2023-05-20 01:15:00+00:00,1808.17,1810.95,1808.16,1809.56,10567.724,ETHUSDT,archive_monthly
2023-05-20 01:30:00+00:00,1809.55,1809.92,1808.03,1808.51,5036.48,ETHUSDT,archive_monthly
2023-05-20 01:45:00+00:00,1808.51,1809.0,1808.03,1809.0,3499.715,ETHUSDT,archive_monthly
2023-05-20 02:00:00+00:00,1808.99,1811.41,1808.33,1809.99,9950.971,ETHUSDT,archive_monthly
2023-05-20 02:15:00+00:00,1809.99,1810.57,1808.27,1808.86,6807.916,ETHUSDT,archive_monthly
2023-05-20 02:30:00+00:00,1808.87,1808.87,1807.05,1807.64,5913.672,ETHUSDT,archive_monthly
2023-05-20 02:45:00+00:00,1807.64,1808.0,1806.96,1807.62,7519.64,ETHUSDT,archive_monthly
2023-05-20 03:00:00+00:00,1807.61,1809.64,1807.17,1809.64,8897.989,ETHUSDT,archive_monthly
2023-05-20 03:15:00+00:00,1809.63,1811.0,1809.49,1809.8,8824.924,ETHUSDT,archive_monthly
2023-05-20 03:30:00+00:00,1809.81,1810.98,1809.53,1810.51,3464.053,ETHUSDT,archive_monthly
2023-05-20 03:45:00+00:00,1810.51,1812.99,1810.36,1812.51,10949.506,ETHUSDT,archive_monthly
2023-05-20 04:00:00+00:00,1812.51,1813.36,1811.63,1811.63,7881.142,ETHUSDT,archive_monthly
2023-05-20 04:15:00+00:00,1811.63,1811.64,1810.75,1811.0,5053.587,ETHUSDT,archive_monthly
2023-05-20 04:30:00+00:00,1811.0,1812.1,1810.71,1811.88,3927.339,ETHUSDT,archive_monthly
2023-05-20 04:45:00+00:00,1811.88,1812.99,1811.3,1812.6,5719.645,ETHUSDT,archive_monthly
2023-05-20 05:00:00+00:00,1812.59,1812.7,1809.07,1810.39,16420.117,ETHUSDT,archive_monthly
2023-05-20 05:15:00+00:00,1810.39,1810.68,1809.66,1810.01,2957.803,ETHUSDT,archive_monthly
2023-05-20 05:30:00+00:00,1810.01,1810.53,1808.86,1809.14,5887.708,ETHUSDT,archive_monthly
2023-05-20 05:45:00+00:00,1809.14,1810.01,1808.45,1809.85,4759.874,ETHUSDT,archive_monthly
2023-05-20 06:00:00+00:00,1809.84,1809.85,1807.34,1808.24,14261.462,ETHUSDT,archive_monthly
2023-05-20 06:15:00+00:00,1808.24,1808.58,1807.3,1808.4,6804.111,ETHUSDT,archive_monthly
2023-05-20 06:30:00+00:00,1808.39,1808.98,1808.08,1808.21,4404.343,ETHUSDT,archive_monthly
2023-05-20 06:45:00+00:00,1808.21,1810.13,1808.08,1809.0,8224.469,ETHUSDT,archive_monthly
2023-05-20 07:00:00+00:00,1808.99,1809.4,1808.7,1809.27,3907.785,ETHUSDT,archive_monthly
2023-05-20 07:15:00+00:00,1809.28,1809.73,1808.12,1809.43,4974.912,ETHUSDT,archive_monthly
2023-05-20 07:30:00+00:00,1809.44,1810.84,1808.82,1810.33,6229.438,ETHUSDT,archive_monthly
2023-05-20 07:45:00+00:00,1810.34,1810.79,1810.18,1810.24,3765.744,ETHUSDT,archive_monthly
2023-05-20 08:00:00+00:00,1810.24,1811.22,1810.23,1810.98,5000.98,ETHUSDT,archive_monthly
2023-05-20 08:15:00+00:00,1810.99,1812.9,1810.98,1812.21,12591.287,ETHUSDT,archive_monthly
2023-05-20 08:30:00+00:00,1812.22,1813.3,1812.17,1812.3,8574.038,ETHUSDT,archive_monthly
2023-05-20 08:45:00+00:00,1812.3,1814.28,1812.12,1813.6,10192.133,ETHUSDT,archive_monthly
2023-05-20 09:00:00+00:00,1813.61,1815.28,1812.45,1813.91,16116.442,ETHUSDT,archive_monthly
2023-05-20 09:15:00+00:00,1813.91,1814.48,1812.17,1812.79,8383.102,ETHUSDT,archive_monthly
2023-05-20 09:30:00+00:00,1812.79,1813.48,1812.33,1812.53,5685.036,ETHUSDT,archive_monthly
2023-05-20 09:45:00+00:00,1812.53,1812.84,1811.44,1812.46,5840.603,ETHUSDT,archive_monthly
2023-05-20 10:00:00+00:00,1812.46,1813.41,1811.99,1812.99,4835.635,ETHUSDT,archive_monthly
2023-05-20 10:15:00+00:00,1813.0,1813.58,1812.53,1813.42,4060.961,ETHUSDT,archive_monthly
2023-05-20 10:30:00+00:00,1813.43,1813.93,1812.66,1812.67,5995.939,ETHUSDT,archive_monthly
2023-05-20 10:45:00+00:00,1812.66,1812.72,1812.2,1812.25,2685.873,ETHUSDT,archive_monthly
2023-05-20 11:00:00+00:00,1812.25,1812.25,1810.44,1811.41,8454.695,ETHUSDT,archive_monthly
2023-05-20 11:15:00+00:00,1811.42,1813.83,1811.07,1812.19,8209.856,ETHUSDT,archive_monthly
2023-05-20 11:30:00+00:00,1812.19,1812.48,1811.52,1812.02,3982.706,ETHUSDT,archive_monthly
2023-05-20 11:45:00+00:00,1812.01,1812.49,1811.55,1812.48,3531.447,ETHUSDT,archive_monthly
2023-05-20 12:00:00+00:00,1812.48,1814.48,1812.23,1813.59,8993.908,ETHUSDT,archive_monthly
2023-05-20 12:15:00+00:00,1813.59,1817.0,1813.26,1815.2,15828.065,ETHUSDT,archive_monthly
2023-05-20 12:30:00+00:00,1815.2,1815.53,1812.94,1813.26,8103.21,ETHUSDT,archive_monthly
2023-05-20 12:45:00+00:00,1813.27,1813.63,1812.6,1812.62,4671.07,ETHUSDT,archive_monthly
2023-05-20 13:00:00+00:00,1812.62,1814.5,1811.77,1812.24,8479.13,ETHUSDT,archive_monthly
2023-05-20 13:15:00+00:00,1812.24,1814.18,1811.62,1812.9,8915.853,ETHUSDT,archive_monthly
2023-05-20 13:30:00+00:00,1812.9,1815.07,1812.51,1813.95,7471.61,ETHUSDT,archive_monthly
2023-05-20 13:45:00+00:00,1813.96,1814.62,1813.01,1813.27,5058.802,ETHUSDT,archive_monthly
2023-05-20 14:00:00+00:00,1813.27,1817.84,1813.26,1815.5,23658.081,ETHUSDT,archive_monthly
2023-05-20 14:15:00+00:00,1815.51,1817.0,1815.06,1815.2,9306.174,ETHUSDT,archive_monthly
2023-05-20 14:30:00+00:00,1815.2,1815.48,1813.97,1815.47,6735.231,ETHUSDT,archive_monthly
2023-05-20 14:45:00+00:00,1815.46,1818.99,1815.19,1817.96,16936.566,ETHUSDT,archive_monthly
2023-05-20 15:00:00+00:00,1817.97,1819.53,1816.59,1816.59,18518.078,ETHUSDT,archive_monthly
2023-05-20 15:15:00+00:00,1816.59,1820.19,1816.14,1818.61,20008.122,ETHUSDT,archive_monthly
2023-05-20 15:30:00+00:00,1818.6,1819.33,1817.4,1817.4,10722.67,ETHUSDT,archive_monthly
2023-05-20 15:45:00+00:00,1817.4,1818.45,1815.79,1816.63,9729.561,ETHUSDT,archive_monthly
2023-05-20 16:00:00+00:00,1816.63,1817.38,1815.6,1816.04,11583.71,ETHUSDT,archive_monthly
2023-05-20 16:15:00+00:00,1816.03,1816.4,1814.35,1815.22,9737.94,ETHUSDT,archive_monthly
2023-05-20 16:30:00+00:00,1815.22,1815.57,1814.21,1814.75,4052.026,ETHUSDT,archive_monthly
2023-05-20 16:45:00+00:00,1814.75,1815.13,1814.46,1815.0,4581.891,ETHUSDT,archive_monthly
2023-05-20 17:00:00+00:00,1815.0,1815.43,1813.66,1813.74,7082.814,ETHUSDT,archive_monthly
2023-05-20 17:15:00+00:00,1813.74,1813.78,1812.55,1812.97,10577.874,ETHUSDT,archive_monthly
2023-05-20 17:30:00+00:00,1812.96,1819.88,1812.83,1819.09,19388.025,ETHUSDT,archive_monthly
2023-05-20 17:45:00+00:00,1819.09,1827.77,1819.08,1826.48,84683.734,ETHUSDT,archive_monthly
2023-05-20 18:00:00+00:00,1826.49,1828.88,1823.45,1826.9,53954.525,ETHUSDT,archive_monthly
2023-05-20 18:15:00+00:00,1826.91,1827.91,1823.27,1825.51,22139.709,ETHUSDT,archive_monthly
2023-05-20 18:30:00+00:00,1825.5,1826.74,1823.43,1823.66,16155.947,ETHUSDT,archive_monthly
2023-05-20 18:45:00+00:00,1823.66,1825.03,1818.63,1819.31,21623.181,ETHUSDT,archive_monthly
2023-05-20 19:00:00+00:00,1819.31,1820.13,1813.31,1818.27,50063.068,ETHUSDT,archive_monthly
2023-05-20 19:15:00+00:00,1818.27,1821.0,1817.03,1819.24,16977.259,ETHUSDT,archive_monthly
2023-05-20 19:30:00+00:00,1819.23,1820.83,1819.23,1820.78,9237.765,ETHUSDT,archive_monthly
2023-05-20 19:45:00+00:00,1820.78,1821.97,1819.74,1820.75,7816.692,ETHUSDT,archive_monthly
2023-05-20 20:00:00+00:00,1820.76,1822.13,1818.92,1819.36,13894.098,ETHUSDT,archive_monthly
2023-05-20 20:15:00+00:00,1819.36,1819.85,1817.79,1817.8,6451.55,ETHUSDT,archive_monthly
2023-05-20 20:30:00+00:00,1817.8,1818.28,1816.24,1817.05,7983.449,ETHUSDT,archive_monthly
2023-05-20 20:45:00+00:00,1817.05,1817.05,1814.46,1815.67,9360.675,ETHUSDT,archive_monthly
2023-05-20 21:00:00+00:00,1815.66,1815.67,1810.84,1814.88,27570.954,ETHUSDT,archive_monthly
2023-05-20 21:15:00+00:00,1814.89,1816.68,1812.52,1816.18,12483.461,ETHUSDT,archive_monthly
2023-05-20 21:30:00+00:00,1816.17,1816.81,1815.35,1815.35,5862.1,ETHUSDT,archive_monthly
2023-05-20 21:45:00+00:00,1815.35,1816.51,1814.71,1816.5,3321.752,ETHUSDT,archive_monthly
2023-05-20 22:00:00+00:00,1816.5,1816.51,1814.56,1815.56,7726.363,ETHUSDT,archive_monthly
2023-05-20 22:15:00+00:00,1815.56,1816.28,1815.0,1816.17,3849.185,ETHUSDT,archive_monthly
2023-05-20 22:30:00+00:00,1816.16,1817.48,1815.24,1816.54,6890.472,ETHUSDT,archive_monthly
2023-05-20 22:45:00+00:00,1816.53,1817.84,1816.06,1817.5,5080.942,ETHUSDT,archive_monthly
2023-05-20 23:00:00+00:00,1817.5,1817.5,1816.18,1816.66,4561.821,ETHUSDT,archive_monthly
2023-05-20 23:15:00+00:00,1816.66,1818.0,1816.6,1816.89,5294.004,ETHUSDT,archive_monthly
2023-05-20 23:30:00+00:00,1816.89,1818.66,1816.85,1817.85,6102.423,ETHUSDT,archive_monthly
2023-05-20 23:45:00+00:00,1817.85,1819.36,1817.27,1818.59,9332.088,ETHUSDT,archive_monthly
2023-05-21 00:00:00+00:00,1818.59,1819.77,1815.32,1816.78,27722.293,ETHUSDT,archive_monthly
2023-05-21 00:15:00+00:00,1816.78,1818.0,1816.08,1817.77,7356.382,ETHUSDT,archive_monthly
2023-05-21 00:30:00+00:00,1817.77,1822.99,1817.55,1822.27,16876.091,ETHUSDT,archive_monthly
2023-05-21 00:45:00+00:00,1822.26,1828.91,1821.75,1825.99,53804.453,ETHUSDT,archive_monthly
2023-05-21 01:00:00+00:00,1825.99,1827.51,1820.98,1824.17,23614.286,ETHUSDT,archive_monthly
2023-05-21 01:15:00+00:00,1824.17,1824.32,1819.0,1819.66,18470.152,ETHUSDT,archive_monthly
2023-05-21 01:30:00+00:00,1819.65,1820.5,1818.66,1818.98,8498.779,ETHUSDT,archive_monthly
2023-05-21 01:45:00+00:00,1818.99,1819.39,1816.3,1816.69,12253.946,ETHUSDT,archive_monthly
2023-05-21 02:00:00+00:00,1816.68,1818.72,1816.02,1818.6,13880.683,ETHUSDT,archive_monthly
2023-05-21 02:15:00+00:00,1818.59,1818.6,1815.91,1817.33,10705.258,ETHUSDT,archive_monthly
2023-05-21 02:30:00+00:00,1817.34,1817.56,1816.81,1817.33,3537.629,ETHUSDT,archive_monthly
2023-05-21 02:45:00+00:00,1817.33,1818.32,1816.58,1817.89,7640.353,ETHUSDT,archive_monthly
2023-05-21 03:00:00+00:00,1817.88,1818.32,1816.55,1817.07,7220.032,ETHUSDT,archive_monthly
2023-05-21 03:15:00+00:00,1817.07,1818.01,1816.66,1817.76,5463.31,ETHUSDT,archive_monthly
2023-05-21 03:30:00+00:00,1817.76,1818.04,1817.2,1817.81,2824.354,ETHUSDT,archive_monthly
2023-05-21 03:45:00+00:00,1817.81,1818.62,1816.53,1817.06,7472.126,ETHUSDT,archive_monthly
2023-05-21 04:00:00+00:00,1817.06,1817.06,1814.56,1814.78,11125.466,ETHUSDT,archive_monthly
2023-05-21 04:15:00+00:00,1814.78,1815.94,1814.27,1815.62,10706.73,ETHUSDT,archive_monthly
2023-05-21 04:30:00+00:00,1815.61,1816.58,1815.18,1816.2,7404.264,ETHUSDT,archive_monthly
2023-05-21 04:45:00+00:00,1816.21,1816.68,1815.45,1816.41,5434.043,ETHUSDT,archive_monthly
2023-05-21 05:00:00+00:00,1816.4,1816.68,1815.0,1815.17,7021.036,ETHUSDT,archive_monthly
2023-05-21 05:15:00+00:00,1815.17,1815.65,1812.46,1815.19,13604.356,ETHUSDT,archive_monthly
2023-05-21 05:30:00+00:00,1815.18,1815.66,1814.18,1814.54,10926.56,ETHUSDT,archive_monthly
2023-05-21 05:45:00+00:00,1814.54,1815.15,1813.89,1814.19,7843.593,ETHUSDT,archive_monthly
2023-05-21 06:00:00+00:00,1814.18,1814.2,1812.23,1813.47,14488.989,ETHUSDT,archive_monthly
2023-05-21 06:15:00+00:00,1813.47,1814.55,1812.59,1814.54,5552.199,ETHUSDT,archive_monthly
2023-05-21 06:30:00+00:00,1814.54,1814.55,1813.16,1813.81,5375.403,ETHUSDT,archive_monthly
2023-05-21 06:45:00+00:00,1813.81,1814.81,1813.62,1814.39,6316.661,ETHUSDT,archive_monthly
2023-05-21 07:00:00+00:00,1814.39,1815.35,1813.1,1814.18,11281.304,ETHUSDT,archive_monthly
2023-05-21 07:15:00+00:00,1814.18,1815.31,1813.73,1815.31,5624.899,ETHUSDT,archive_monthly
2023-05-21 07:30:00+00:00,1815.3,1816.69,1814.99,1815.84,7056.585,ETHUSDT,archive_monthly
2023-05-21 07:45:00+00:00,1815.84,1816.49,1815.27,1816.19,5419.441,ETHUSDT,archive_monthly
2023-05-21 08:00:00+00:00,1816.19,1816.19,1812.56,1815.07,21160.601,ETHUSDT,archive_monthly
2023-05-21 08:15:00+00:00,1815.08,1815.16,1813.7,1814.65,8319.02,ETHUSDT,archive_monthly
2023-05-21 08:30:00+00:00,1814.66,1815.0,1813.6,1814.07,5323.785,ETHUSDT,archive_monthly
2023-05-21 08:45:00+00:00,1814.06,1815.41,1813.99,1814.5,4287.001,ETHUSDT,archive_monthly
2023-05-21 09:00:00+00:00,1814.5,1814.51,1811.1,1812.34,19292.817,ETHUSDT,archive_monthly
2023-05-21 09:15:00+00:00,1812.33,1816.69,1811.7,1814.3,21695.268,ETHUSDT,archive_monthly
2023-05-21 09:30:00+00:00,1814.31,1815.84,1813.87,1815.51,6526.381,ETHUSDT,archive_monthly
2023-05-21 09:45:00+00:00,1815.5,1816.08,1815.07,1815.82,5071.279,ETHUSDT,archive_monthly
2023-05-21 10:00:00+00:00,1815.82,1816.17,1813.79,1814.03,9014.591,ETHUSDT,archive_monthly
2023-05-21 10:15:00+00:00,1814.03,1814.3,1813.7,1813.77,5947.751,ETHUSDT,archive_monthly
2023-05-21 10:30:00+00:00,1813.77,1814.89,1811.01,1811.94,19493.7,ETHUSDT,archive_monthly
2023-05-21 10:45:00+00:00,1811.93,1811.94,1806.46,1809.29,52133.566,ETHUSDT,archive_monthly
2023-05-21 11:00:00+00:00,1809.29,1809.4,1805.53,1808.4,37214.581,ETHUSDT,archive_monthly
2023-05-21 11:15:00+00:00,1808.4,1809.67,1805.04,1809.37,27058.15,ETHUSDT,archive_monthly
2023-05-21 11:30:00+00:00,1809.37,1812.65,1809.07,1809.69,22116.418,ETHUSDT,archive_monthly
2023-05-21 11:45:00+00:00,1809.69,1810.39,1806.73,1808.43,24702.161,ETHUSDT,archive_monthly
2023-05-21 12:00:00+00:00,1808.42,1811.38,1807.57,1809.55,26099.699,ETHUSDT,archive_monthly
2023-05-21 12:15:00+00:00,1809.55,1810.81,1808.48,1809.02,11439.149,ETHUSDT,archive_monthly
2023-05-21 12:30:00+00:00,1809.02,1811.96,1808.78,1811.84,11261.596,ETHUSDT,archive_monthly
2023-05-21 12:45:00+00:00,1811.85,1813.8,1810.69,1812.82,16245.7,ETHUSDT,archive_monthly
2023-05-21 13:00:00+00:00,1812.82,1813.0,1811.81,1811.94,9545.939,ETHUSDT,archive_monthly
2023-05-21 13:15:00+00:00,1811.94,1813.12,1811.93,1813.12,6734.359,ETHUSDT,archive_monthly
2023-05-21 13:30:00+00:00,1813.12,1813.12,1811.31,1811.49,6418.071,ETHUSDT,archive_monthly
2023-05-21 13:45:00+00:00,1811.48,1813.0,1811.01,1811.67,7427.473,ETHUSDT,archive_monthly
2023-05-21 14:00:00+00:00,1811.66,1813.55,1811.48,1812.23,7958.347,ETHUSDT,archive_monthly
2023-05-21 14:15:00+00:00,1812.23,1816.25,1812.11,1814.29,21938.418,ETHUSDT,archive_monthly
2023-05-21 14:30:00+00:00,1814.29,1817.4,1813.95,1814.48,15266.175,ETHUSDT,archive_monthly
2023-05-21 14:45:00+00:00,1814.49,1815.24,1810.22,1811.45,19645.395,ETHUSDT,archive_monthly
2023-05-21 15:00:00+00:00,1811.44,1816.19,1810.66,1813.01,16873.425,ETHUSDT,archive_monthly
2023-05-21 15:15:00+00:00,1813.01,1813.33,1811.87,1813.15,5125.41,ETHUSDT,archive_monthly
2023-05-21 15:30:00+00:00,1813.14,1813.15,1801.24,1802.87,48471.674,ETHUSDT,archive_monthly
2023-05-21 15:45:00+00:00,1802.69,1808.76,1801.32,1806.41,59779.998,ETHUSDT,archive_monthly
2023-05-21 16:00:00+00:00,1806.41,1809.13,1805.9,1808.23,24319.875,ETHUSDT,archive_monthly
2023-05-21 16:15:00+00:00,1808.23,1808.98,1805.72,1807.65,15284.738,ETHUSDT,archive_monthly
2023-05-21 16:30:00+00:00,1807.66,1809.8,1805.69,1806.64,21507.704,ETHUSDT,archive_monthly
2023-05-21 16:45:00+00:00,1806.64,1806.73,1803.35,1806.3,19334.423,ETHUSDT,archive_monthly
2023-05-21 17:00:00+00:00,1806.3,1808.16,1804.49,1806.86,18443.868,ETHUSDT,archive_monthly
2023-05-21 17:15:00+00:00,1806.86,1806.86,1804.44,1804.78,8148.415,ETHUSDT,archive_monthly
2023-05-21 17:30:00+00:00,1804.77,1805.62,1801.22,1805.0,19601.036,ETHUSDT,archive_monthly
2023-05-21 17:45:00+00:00,1805.0,1806.59,1802.81,1805.64,15856.494,ETHUSDT,archive_monthly
2023-05-21 18:00:00+00:00,1805.65,1806.24,1804.53,1806.02,9220.156,ETHUSDT,archive_monthly
2023-05-21 18:15:00+00:00,1806.02,1806.66,1804.74,1805.94,7035.364,ETHUSDT,archive_monthly
2023-05-21 18:30:00+00:00,1805.94,1807.89,1805.12,1807.51,8370.888,ETHUSDT,archive_monthly
2023-05-21 18:45:00+00:00,1807.52,1807.9,1805.19,1805.62,7713.143,ETHUSDT,archive_monthly
2023-05-21 19:00:00+00:00,1805.63,1806.59,1805.2,1806.59,4476.881,ETHUSDT,archive_monthly
2023-05-21 19:15:00+00:00,1806.59,1807.05,1805.52,1806.72,4533.391,ETHUSDT,archive_monthly
2023-05-21 19:30:00+00:00,1806.71,1808.0,1806.71,1807.74,4960.883,ETHUSDT,archive_monthly
2023-05-21 19:45:00+00:00,1807.74,1809.38,1807.39,1809.38,8305.259,ETHUSDT,archive_monthly
2023-05-21 20:00:00+00:00,1809.38,1810.9,1808.72,1809.2,13520.966,ETHUSDT,archive_monthly
2023-05-21 20:15:00+00:00,1809.2,1809.59,1808.51,1809.09,5137.189,ETHUSDT,archive_monthly
2023-05-21 20:30:00+00:00,1809.09,1809.09,1807.07,1807.3,6223.357,ETHUSDT,archive_monthly
2023-05-21 20:45:00+00:00,1807.31,1808.84,1804.03,1804.57,12730.21,ETHUSDT,archive_monthly
2023-05-21 21:00:00+00:00,1804.56,1805.16,1794.45,1802.49,86879.038,ETHUSDT,archive_monthly
2023-05-21 21:15:00+00:00,1802.49,1802.5,1797.67,1800.01,24129.636,ETHUSDT,archive_monthly
2023-05-21 21:30:00+00:00,1800.01,1802.39,1798.91,1802.11,14158.758,ETHUSDT,archive_monthly
2023-05-21 21:45:00+00:00,1802.12,1805.24,1802.08,1802.49,11556.677,ETHUSDT,archive_monthly
2023-05-21 22:00:00+00:00,1802.49,1805.23,1801.6,1803.3,13647.873,ETHUSDT,archive_monthly
2023-05-21 22:15:00+00:00,1803.29,1804.44,1802.37,1803.69,6873.34,ETHUSDT,archive_monthly
2023-05-21 22:30:00+00:00,1803.69,1805.94,1803.39,1805.07,10463.513,ETHUSDT,archive_monthly
2023-05-21 22:45:00+00:00,1805.06,1806.4,1803.8,1804.15,11787.919,ETHUSDT,archive_monthly
2023-05-21 23:00:00+00:00,1804.14,1807.54,1804.01,1807.09,13746.671,ETHUSDT,archive_monthly
2023-05-21 23:15:00+00:00,1807.09,1807.3,1805.35,1806.21,7489.522,ETHUSDT,archive_monthly
2023-05-21 23:30:00+00:00,1806.22,1807.01,1804.68,1805.33,8397.083,ETHUSDT,archive_monthly
2023-05-21 23:45:00+00:00,1805.32,1805.8,1801.45,1803.89,11665.328,ETHUSDT,archive_monthly
2023-05-22 00:00:00+00:00,1803.9,1806.24,1803.24,1806.24,15416.294,ETHUSDT,archive_monthly
2023-05-22 00:15:00+00:00,1806.24,1806.24,1800.57,1802.26,20138.77,ETHUSDT,archive_monthly
2023-05-22 00:30:00+00:00,1802.25,1802.26,1791.0,1796.2,93737.532,ETHUSDT,archive_monthly
2023-05-22 00:45:00+00:00,1796.2,1799.0,1793.89,1798.13,26294.683,ETHUSDT,archive_monthly
